,industry_code,product_code,product_name,item
2734,333413,333413M,Miscellaneous receipts,PCU333413333413M
2735,333413,333413P,Primary products,PCU333413333413P
2736,333413,333413S,Secondary products,PCU333413333413S
2737,333414,333414,Heating equipment (except warm air furnaces) mfg,PCU333414333414
2738,333414,3334141,"Cast iron heating boilers, radiators, and convectors (except parts)",PCU3334143334141
2739,333414,3334143,Domestic heating stoves (except electric and parts),PCU3334143334143
2740,333414,3334145,Steel heating boilers (15 psi or less) and all hot water heating boilers (except parts),PCU3334143334145
2741,333414,3334147,"Floor and wall furnaces, unit heaters, infrared heaters, and mechanical stokers",PCU3334143334147
2742,333414,333414D,"Other heating equipment, except electric (incl. parts for nonelectric equipment & oil burners)",PCU333414333414D
2743,333414,333414M,Miscellaneous receipts,PCU333414333414M
2744,333414,333414P,Primary products,PCU333414333414P
2745,333414,333414S,Secondary products,PCU333414333414S
2746,333414,333414SM,Secondary products and miscellaneous receipts,PCU333414333414SM
2747,333414,333414SS,Secondary products,PCU333414333414SS
2748,333415,333415,"Air-conditioning, refrigeration, and forced air heating equipment mfg",PCU333415333415
2749,333415,3334152,"Heat transfer equipment (except elec dehumidifiers), mechanically refrigerated, self-contained",PCU3334153334152
2750,333415,3334153,Commercial refrigerators and related equipment,PCU3334153334153
2751,333415,3334155,"Refrigeration condensing units, all refrigerants, except ammonia (complete)",PCU3334153334155
2752,333415,3334156,"Room air-conditioners and dehumidifiers, except portable dehumidifiers",PCU3334153334156
2753,333415,3334159,All other miscellaneous refrigeration and air-conditioning equipment,PCU3334153334159
2754,333415,333415A,"Compressors and compressor units, all refrigerants, except automotive",PCU333415333415A
2755,333415,333415C,"Warm air furnaces, including duct furnaces and humidifiers, and electric comfort heating",PCU333415333415C
2756,333415,333415D,Parts and accessories for air conditioning and heat transfer equipment,PCU333415333415D
2757,333415,333415E,"Unitary air-conditioners, except air source heat pumps",PCU333415333415E
2758,333415,333415H,Heat pumps,PCU333415333415H
2759,333415,333415M,Miscellaneous receipts,PCU333415333415M
2760,333415,333415P,Primary products,PCU333415333415P
2761,333415,333415S,Secondary products,PCU333415333415S
2762,333415,333415SS,Secondary products,PCU333415333415SS
2763,3335--,3335--,Metalworking machinery manufacturing,PCU3335--3335--
2764,33351-,33351-,Metalworking machinery manufacturing,PCU33351-33351-
2765,333511,333511,Industrial mold mfg,PCU333511333511
2766,333511,3335110,Industrial molds and mold boxes,PCU3335113335110
2767,333511,33351105,Industrial injection-type molds made of metal for plastics,PCU33351133351105
2768,333511,33351106,Other industrial molds and mold boxes,PCU33351133351106
2769,333511,333511M1,Miscellaneous receipts,PCU333511333511M1
2770,333511,333511P,Primary products,PCU333511333511P
2771,333511,333511S,Secondary products,PCU333511333511S
2772,333514,333514,"Special tool, die, jig, and fixture mfg",PCU333514333514
2773,333514,3335140,"Special dies, tools, jigs, and fixtures",PCU3335143335140
2774,333514,3335140A,"Jigs and fixtures, including parts",PCU3335143335140A
2775,333514,3335140B,Metalworking die and die sets,PCU3335143335140B
2776,333514,3335140C,"Standard punches, industrial prototypes, die parts & other special tooling for dies",PCU3335143335140C
2777,333514,333514M,Miscellaneous receipts,PCU333514333514M
2778,333514,333514P,Primary products,PCU333514333514P
2779,333514,333514S,Secondary products,PCU333514333514S
2780,333515,333515,Cutting tool and machine tool accessory mfg,PCU333515333515
2781,333515,3335154,Cutting tools for machine tools and metalworking machinery,PCU3335153335154
2782,333515,33351541,"Other cutting tools for machine tools, excluding tips and blanks",PCU33351533351541
2783,333515,33351544,End mills and milling cutters,PCU33351533351544
2784,333515,33351545,"Threading tools, including blanks, tips and inserts",PCU33351533351545
2785,333515,33351548,"Carbon and high-speed steel shank, solid, tipped carbide twist drills for machine tools",PCU33351533351548
2786,333515,33351549,"Taps, carbide indexible, and throwaway inserts for machine tools",PCU33351533351549
2787,333515,3335155,Other attachments and accessories for machine tools and metalworking machinery,PCU3335153335155
2788,333515,333515M,Miscellaneous receipts,PCU333515333515M
2789,333515,333515P,Primary products,PCU333515333515P
2790,333515,333515S,Secondary products,PCU333515333515S
2791,333517,333517,Machine tool mfg,PCU333517333517
2792,333517,3335172,Metal cutting machine tools,PCU3335173335172
2793,333517,33351722,"Metal grinding, polishing, buffing, honing, & lapping machines",PCU33351733351722
2794,333517,33351726,Parts for metal cutting machine tools (sold separately) & rebuilt machine tools,PCU33351733351726
2795,333517,33351727,Metal machining centers (multifunction numerically controlled machines),PCU33351733351727
2796,333517,3335172B,Other metal cutting machine tools,PCU3335173335172B
2797,333517,3335173,Metal forming machine tools,PCU3335173335173
2798,333517,33351731,"Metal punching and shearing (power & manual), and bending and forming machines (power only)",PCU33351733351731
2799,333517,33351733,Metalworking presses (except forging and die stamping presses),PCU33351733351733
2800,333517,33351735,"Other metal forming machine tools, including forging and die-stamping machines (except presses)",PCU33351733351735
2801,333517,33351737,Parts for metal forming machine tools (sold separately) and rebuilt metal forming machine tools,PCU33351733351737
2802,333517,333517M,Miscellaneous receipts,PCU333517333517M
2803,333517,333517P,Primary products,PCU333517333517P
2804,333517,333517S,Secondary products,PCU333517333517S
2805,333519,333519,Rolling mill and other metalworking machinery mfg,PCU333519333519
2806,333519,3335196,Rolling mill machinery and equipment,PCU3335193335196
2807,333519,3335198,Assembly machines and other metalworking machinery,PCU3335193335198
2808,333519,33351981,Assembly machines,PCU33351933351981
2809,333519,33351983,"Other metalworking machinery, excluding handheld & ultrasonic",PCU33351933351983
2810,333519,333519M,Miscellaneous receipts,PCU333519333519M
2811,333519,333519P,Primary products,PCU333519333519P
2812,333519,333519S,Secondary products,PCU333519333519S
2813,3336--,3336--,Turbine and power transmission equipment mfg,PCU3336--3336--
2814,33361-,33361-,Turbine and power transmission equipment mfg,PCU33361-33361-
2815,333611,333611,Turbine and turbine generator set units mfg,PCU333611333611
2816,333611,3336110,Turbines and turbine generator sets,PCU3336113336110
2817,333611,33361101,Turbine generator sets,PCU33361133361101
2818,333611,33361105,"Steam, gas, and other turbines and turbine generators",PCU33361133361105
2819,333611,33361107,"Parts & accessories for turbines, turbine generators, and turbine generator sets",PCU33361133361107
2820,333611,333611P,Primary products,PCU333611333611P
2821,333612,333612,"Speed changer, drive, and gear mfg",PCU333612333612
2822,333612,3336123,"Gears, pinions, racks, and worms, sold separately",PCU3336123336123
2823,333612,3336127,"Speed changers, industrial high speed drives, and parts other than loose gearing",PCU3336123336127
2824,333612,333612M,Miscellaneous receipts,PCU333612333612M
2825,333612,333612P,Primary products,PCU333612333612P
2826,333612,333612S,Secondary products,PCU333612333612S
2827,333613,333613,Mechanical power transmission equipment mfg,PCU333613333613
2828,333613,3336131,Plain bearings and bushings,PCU3336133336131
2829,333613,3336133,"Mechanical power transmission equipment, except speed changers, drives, & gears",PCU3336133336133
2830,333613,333613M,Miscellaneous receipts,PCU333613333613M
2831,333613,333613P,Primary products,PCU333613333613P
2832,333613,333613S,Secondary products,PCU333613333613S
2833,333613,333613SS,Secondary products,PCU333613333613SS
2834,333618,333618,Other engine equipment mfg,PCU333618333618
2835,333618,3336181,"Gasoline engines (except aircraft, automobile, highway truck, bus & tank)",PCU3336183336181
2836,333618,3336183,"Diesel, semidiesel, and dual-fuel engines (except automotive)",PCU3336183336183
2837,333618,3336185,"Diesel, semidiesel, and dual-fuel engines for automobiles, trucks, and buses",PCU3336183336185
2838,333618,333618F,"Parts & accessories for internal combustion engines, ex. aircraft & gasoline automotive engines",PCU333618333618F
2839,333618,333618M,Miscellaneous receipts,PCU333618333618M
2840,333618,333618P,Primary products,PCU333618333618P
2841,333618,333618S,Secondary products,PCU333618333618S
2842,3339--,3339--,Other general purpose machinery manufacturing,PCU3339--3339--
2843,33391-,33391-,Pump and compressor manufacturing,PCU33391-33391-
2844,333912,333912,Air and gas compressor mfg,PCU333912333912
2845,333912,3339121,Air and gas compressors and vacuum pumps,PCU3339123339121
2846,333912,33391216,"Air & gas compressors, ex. compressors for ice making, refrigeration, or a/c equipment",PCU33391233391216
2847,333912,33391217,"Vacuum pumps, except laboratory",PCU33391233391217
2848,333912,3339126,"Parts & attachments for air & gas compressors, ex. refrigeration, ice making, & a/c",PCU3339123339126
2849,333912,3339127,Industrial spraying equipment,PCU3339123339127
2850,333912,333912M,Miscellaneous receipts,PCU333912333912M
2851,333912,333912P,Primary products,PCU333912333912P
2852,333912,333912S,Secondary products,PCU333912333912S
2853,333914,333914,"Measuring, dispensing, and other pumping   equipment mfg",PCU333914333914
2854,333914,3339141,"Pumps and pumping equipment, excluding measuring and dispensing pumps",PCU3339143339141
2855,333914,33391411,"Pumps and pumping equipment, complete, excluding measuring and dispensing pumps",PCU33391433391411
2856,333914,333914111,Domestic water systems,PCU333914333914111
2857,333914,333914112,Domestic sump pumps,PCU333914333914112
2858,333914,333914113,"Oil-well and oil-field pumps, except boiler feed",PCU333914333914113
2859,333914,333914114,"Industrial pumps, excluding hydraulic fluid power pumps, automatic circulating pumps, etc.",PCU333914333914114
2860,333914,333914115,"Other pumps, except automotive circulating pumps, and measuring and dispensing pumps",PCU333914333914115
2861,333914,33391415,"Parts and attachments for pumps and pumping equipment, excluding measuring and dispensing",PCU33391433391415
2862,333914,3339143,Measuring and dispensing pumps and parts and attachments,PCU3339143339143
2863,333914,333914M,Miscellaneous receipts,PCU333914333914M
2864,333914,333914P,Primary products,PCU333914333914P
2865,333914,333914S,Secondary products,PCU333914333914S
2866,33392-,33392-,Material handling equipment manufacturing,PCU33392-33392-
2867,333921,333921,Elevator and moving stairway mfg,PCU333921333921
2868,333921,3339211,Elevators and moving stairways,PCU3339213339211
2869,333921,3339213,Parts and attachments for elevators and moving stairways (sold separately),PCU3339213339213
2870,333921,333921M,Miscellaneous receipts,PCU333921333921M
2871,333921,333921P,Primary products,PCU333921333921P
2872,333921,333921S,Secondary products,PCU333921333921S
2873,333922,333922,Conveyor and conveying equipment mfg,PCU333922333922
2874,333922,3339221,Unit handling conveyors and conveying systems,PCU3339223339221
2875,333922,33392212,Unit handling gravity and trolley conveyors and conveying systems,PCU33392233392212
2876,333922,33392214,"Unit handling tow, belt, roller, pneumatic, portable, carousel, and other nonbelt conveyors",PCU33392233392214
2877,333922,3339227,"Parts and accessories for unit handling conveyors and conveying systems, sold separately",PCU3339223339227
2878,333922,3339228,Bulk material handling conveyors and conveying systems,PCU3339223339228
2879,333922,3339229,Parts and accessories for bulk material handling conveyors and conveying systems,PCU3339223339229
2880,333922,333922M,Miscellaneous receipts,PCU333922333922M
2881,333922,333922P,Primary products,PCU333922333922P
2882,333922,333922S,Secondary products,PCU333922333922S
2883,333922,333922SS,Secondary products,PCU333922333922SS
2884,333923,333923,"Overhead cranes, hoists and monorail systems mfg",PCU333923333923
2885,333923,3339231,Hoists,PCU3339233339231
2886,333923,33392311,"Hoists, all types",PCU33392333392311
2887,333923,33392312,Parts and attachments for hoists (sold separately),PCU33392333392312
2888,333923,3339233,Overhead traveling cranes and monorail systems,PCU3339233339233
2889,333923,33392333,Parts and attachments for overhead traveling cranes and monorail systems,PCU33392333392333
2890,333923,3339237,"Winches, aerial work platforms, and automotive wrecker hoists",PCU3339233339237
2891,333923,33392371,Personnel aerial work platforms (excluding parts),PCU33392333392371
2892,333923,333923M,Miscellaneous receipts,PCU333923333923M
2893,333923,333923P,Primary products,PCU333923333923P
2894,333923,333923S,Secondary products,PCU333923333923S
2895,333924,333924,"Industrial truck, trailer, and stacker mfg",PCU333924333924
2896,333924,3339242,"Industrial trucks, tractors, mobile straddle carriers & cranes, & automatic stacking machines",PCU3339243339242
2897,333924,33392421,"Work trucks with lifting & handling equipment, operator riding, electric, self-propelled",PCU33392433392421
2898,333924,33392425,"Work trucks, not fitted with lifting and handling equipment",PCU33392433392425
2899,333924,33392426,"Bulk powered material moving equipment, dock boards and metal pallets and skids",PCU33392433392426
2900,333924,33392427,"Other work trucks with lifting & handling equipment, non-riding electric or any non-electric",PCU33392433392427
2901,333924,3339243,Parts and attachments for industrial trucks and tractors (sold separately),PCU3339243339243
2902,333924,333924M,Miscellaneous receipts,PCU333924333924M
2903,333924,333924P,Primary products,PCU333924333924P
2904,333924,333924S,Secondary products,PCU333924333924S
2905,333924,333924SM,Secondary products and miscellaneous receipts,PCU333924333924SM
2906,33399-,33399-,All other general purpose machinery mfg,PCU33399-33399-
2907,333991,333991,Power-driven handtool mfg,PCU333991333991
2908,333991,3339916,"Power-driven handtools, pneumatic, hydraulic, and powder-actuated",PCU3339913339916
2909,333991,3339917,"Power-driven handtools, battery-powered (cordless), including parts",PCU3339913339917
2910,333991,3339919,"Power-driven handtools, electric (except battery powered), including parts",PCU3339913339919
2911,333991,333991M,Miscellaneous receipts,PCU333991333991M
2912,333991,333991P,Primary products,PCU333991333991P
2913,333991,333991S,Secondary products,PCU333991333991S
2914,333992,333992,Welding and soldering equipment mfg,PCU333992333992
2915,333992,3339921,"Arc welding machines, components, and accessories, excluding electrodes and stud welding equip.",PCU3339923339921
2916,333992,3339923,Arc welding metal electrodes,PCU3339923339923
2917,333992,3339927,"Resistance welders, components, accessories, and electrodes",PCU3339923339927
2918,333992,3339929,"Gas welding and cutting equipment, parts, attachments, and accessories",PCU3339923339929
2919,333992,333992A,"Other welding equipment, components, and accessories (excluding arc, resistance, and gas)",PCU333992333992A
2920,333992,333992M,Miscellaneous receipts,PCU333992333992M
2921,333992,333992MM,Miscellaneous receipts,PCU333992333992MM
2922,333992,333992P,Primary products,PCU333992333992P
2923,333992,333992S,Secondary products,PCU333992333992S
2924,333993,333993,Packaging machinery mfg,PCU333993333993
2925,333993,3339931,"Packing, packaging, and bottling machinery, excluding parts",PCU3339933339931
2926,333993,3339935,"Parts for packing, packaging, and bottling machinery",PCU3339933339935
2927,333993,333993M,Miscellaneous receipts,PCU333993333993M
2928,333993,333993P,Primary products,PCU333993333993P
2929,333993,333993S,Secondary products,PCU333993333993S
2930,333994,333994,Industrial process furnace and oven mfg,PCU333994333994
2931,333994,3339940,"Industrial process furnaces and ovens, & industrial electrical heating equipment",PCU3339943339940
2932,333994,33399401,"Fuel-fired industrial process furnaces, ovens, and kilns",PCU33399433399401
2933,333994,33399403,High frequency induction and dielectric heating equipment,PCU33399433399403
2934,333994,3339940A,"Industrial process furnaces & ovens, and industrial electrical heating equipment, except parts",PCU3339943339940A
2935,333994,3339940B,Parts and attachments for industrial process furnaces and ovens,PCU3339943339940B
2936,333994,333994M,Miscellaneous receipts,PCU333994333994M
2937,333994,333994P,Primary products,PCU333994333994P
2938,333994,333994S,Secondary products,PCU333994333994S
2939,333994,333994SS,Secondary products,PCU333994333994SS
2940,333995,333995,Fluid power cylinder and actuator mfg,PCU333995333995
2941,333995,3339952,"Nonaerospace-type hydraulic & all aerospace fluid power cylinders & actuators, linear & rotary",PCU3339953339952
2942,333995,3339953,"Nonaerospace-type pneumatic fluid power cylinders & actuators, linear & rotary",PCU3339953339953
2943,333995,3339958,"Parts for hydraulic & pneumatic fluid power cylinders & actuators, incl accumulators & cushions",PCU3339953339958
2944,333995,333995M,Miscellaneous receipts,PCU333995333995M
2945,333995,333995P,Primary products,PCU333995333995P
2946,333995,333995S,Secondary products,PCU333995333995S
2947,333996,333996,Fluid power pump and motor mfg,PCU333996333996
2948,333996,3339961,Nonaerospace-type reciprocating fluid power pumps,PCU3339963339961
2949,333996,3339962,Nonaerospace-type rotary and other fluid power pumps,PCU3339963339962
2950,333996,3339965,Nonaerospace-type fluid power motors,PCU3339963339965
2951,333996,3339969,"Parts for fluid power pumps, motors, and hydrostatic transmissions",PCU3339963339969
2952,333996,333996M,Miscellaneous receipts,PCU333996333996M
2953,333996,333996MM,Miscellaneous receipts,PCU333996333996MM
2954,333996,333996P,Primary products,PCU333996333996P
2955,333996,333996S,Secondary products,PCU333996333996S
2956,333996,333996SS,Secondary products,PCU333996333996SS
2957,333997,333997,Scale and balance mfg,PCU333997333997
2958,333997,3339974,"Retail, commercial, household, and mailing scales and balances",PCU3339973339974
2959,333997,3339976,"Parts, attachments, and accessories for scales and balances",PCU3339973339976
2960,333997,3339977,Vehicle and industrial scales,PCU3339973339977
2961,333997,33399771,Motor truck and railroad track scales,PCU33399733399771
2962,333997,33399772,Industrial scales (including automatic checkweighter and bulkweighter scales),PCU33399733399772
2963,333997,33399773,"Miscellaneous non-vehicle scales (crane, susp, tank, hopper, meas. devices, lab, bulk conveyor)",PCU33399733399773
2964,333997,333997M,Miscellaneous receipts,PCU333997333997M
2965,333997,333997MM,Miscellaneous receipts,PCU333997333997MM
2966,333997,333997P,Primary products,PCU333997333997P
2967,333999,333999,All other miscellaneous general purpose machinery mfg,PCU333999333999
2968,333999,3339991,"Filters and strainers, except fluid power",PCU3339993339991
2969,333999,33399911,"Industrial filters and strainers and reusable media, except fluid power",PCU33399933399911
2970,333999,33399912,"Nonreusable media for filters and strainers, except fluid power",PCU33399933399912
2971,333999,33399913,"Parts and accessories for filters and strainers, except fluid power",PCU33399933399913
2972,333999,3339997,All other miscellaneous general industrial machinery,PCU3339993339997
2973,333999,333999A,"All other miscellaneous machinery products, except electrical",PCU333999333999A
2974,333999,333999M,Miscellaneous receipts,PCU333999333999M
2975,333999,333999P,Primary products,PCU333999333999P
2976,333999,333999S,Secondary products,PCU333999333999S
2977,334---,334---,Computer & electronic product mfg,PCU334---334---
2978,3341--,3341--,Computer & peripheral equipment mfg,PCU3341--3341--
2979,33411-,33411-,Computer & peripheral equipment mfg,PCU33411-33411-
2980,334111,334111,Electronic computer manufacturing,PCU334111334111
2981,334111,3341115,"Host computers, multiusers (mainframes, medium-scale systems, UNIX and PC servers)",PCU3341113341115
2982,334111,3341117,"Single user computers, microprocessor based, general purpose",PCU3341113341117
2983,334111,33411172,"Portable computers, laptops, tablets and other single user computers",PCU33411133411172
2984,334111,33411173,Personal computers and workstations (excluding portable computers),PCU33411133411173
2985,334111,334111M,Miscellaneous receipts,PCU334111334111M
2986,334111,334111P,Primary products,PCU334111334111P
2987,334111,334111S,Secondary products,PCU334111334111S
2988,334111,334111SS,Secondary products,PCU334111334111SS
2989,334112,334112,Computer storage device mfg,PCU334112334112
2990,334112,3341121,"Computer storage devices (excluding parts, attachments, and accessories)",PCU3341123341121
2991,334112,334112P,Primary products,PCU334112334112P
2992,334112,334112S,Secondary products,PCU334112334112S
2993,334118,334118,Computer terminal and other computer peripheral equipment mfg,PCU334118334118
2994,334118,334118B,Other computer peripheral equipment and point of sale terminals,PCU334118334118B
2995,334118,334118B1,"POS terminals, fund-transfer devices, and all other miscellaneous computer peripheral equipment",PCU334118334118B1
2996,334118,334118B2,"Parts, attachments, subassemblies, & accessories for POS terminals & other computer peripherals",PCU334118334118B2
2997,334118,334118M,Miscellaneous receipts,PCU334118334118M
2998,334118,334118P,Primary products,PCU334118334118P
2999,334118,334118S,Secondary products,PCU334118334118S
3000,334118,334118SS,Secondary products,PCU334118334118SS
3001,3342--,3342--,Communications equipment mfg,PCU3342--3342--
3002,33421-,33421-,Telephone apparatus mfg,PCU33421-33421-
3003,334210,334210,Telephone apparatus mfg,PCU334210334210
3004,334210,3342101,Telephone switching and switchboard equipment,PCU3342103342101
3005,334210,3342104,Carrier line equipment and non-consumer modems,PCU3342103342104
3006,334210,3342107,Wireline voice and data network equipment,PCU3342103342107
3007,334210,334210M,Miscellaneous receipts,PCU334210334210M
3008,334210,334210P,Primary products,PCU334210334210P
3009,334210,334210S1,Secondary products,PCU334210334210S1
3010,33422-,33422-,Radio/TV broadcast & wireless comm equip mfg,PCU33422-33422-
3011,334220,334220,Broadcast and wireless communications equipment mfg,PCU334220334220
3012,334220,3342202,"Broadcast, studio, and related electronic equipment",PCU3342203342202
3013,334220,3342204,Wireless networking equipment,PCU3342203342204
3014,334220,3342205,Radio station equipment,PCU3342203342205
3015,334220,3342209,Other broadcast and wireless communications systems and equipment,PCU3342203342209
3016,334220,334220P,Primary products,PCU334220334220P
3017,334220,334220S,Secondary products,PCU334220334220S
3018,33429-,33429-,Other communications equipment mfg,PCU33429-33429-
3019,334290,334290,Other communications equipment mfg,PCU334290334290
3020,334290,3342901,"Alarm systems, including electric sirens and horns",PCU3342903342901
3021,334290,3342903,"Intercommunications systems, including inductive paging systems excluding telephone & telegraph",PCU3342903342903
3022,334290,334290P,Primary products,PCU334290334290P
3023,334290,334290S,Secondary products,PCU334290334290S
3024,3343--,3343--,Audio & video equipment mfg,PCU3343--3343--
3025,33431-,33431-,Audio and video equipment mfg,PCU33431-33431-
3026,334310,334310,Audio and video equipment mfg,PCU334310334310
3027,334310,3343101,Automotive audio equipment (excluding speakers),PCU3343103343101
3028,334310,3343104,Speakers and commercial sound equipment,PCU3343103343104
3029,334310,3343105,Other consumer audio and video equipment,PCU3343103343105
3030,334310,334310M,Miscellaneous receipts,PCU334310334310M
3031,334310,334310P,Primary products,PCU334310334310P
3032,334310,334310S,Secondary products,PCU334310334310S
3033,334310,334310SM,Secondary products and miscellaneous receipts,PCU334310334310SM
3034,3344--,3344--,Semiconductor and other electronic component mfg,PCU3344--3344--
3035,33441-,33441-,Semiconductor and other electronic component mfg,PCU33441-33441-
3036,334412,334412,Bare printed circuit board mfg,PCU334412334412
3037,334412,3344120,Bare printed circuit boards,PCU3344123344120
3038,334412,334412P,Primary products,PCU334412334412P
3039,334413,334413,Semiconductors and related device mfg,PCU334413334413
3040,334413,3344131,"Integrated microcircuits, incl semiconductor networks, microprocessors, & MOS memories",PCU3344133344131
3041,334413,33441312,Microprocessors (including microcontrollers),PCU33441333441312
3042,334413,3344134,Transistors,PCU3344133344134
3043,334413,3344137,Diodes and rectifiers,PCU3344133344137
3044,334413,334413A,"Other semiconductor devices, including parts such as chips, wafers, and heat sinks",PCU334413334413A
3045,334413,334413M,Miscellaneous receipts,PCU334413334413M
3046,334413,334413P,Primary products,PCU334413334413P
3047,334413,334413SM,Secondary products and miscellaneous receipts,PCU334413334413SM
3048,334417,334417,Electronic connector mfg,PCU334417334417
3049,334417,3344170,"Electronic connectors, including parts",PCU3344173344170
3050,334417,334417M,Miscellaneous receipts,PCU334417334417M
3051,334417,334417MM,Miscellaneous receipts,PCU334417334417MM
3052,334417,334417P,Primary products,PCU334417334417P
3053,334417,334417S1,Secondary products,PCU334417334417S1
3054,334418,334418,Printed circuit assembly mfg,PCU334418334418
3055,334418,3344189,"Printed circuit assemblies, loaded boards, modules, and consumer external modems",PCU3344183344189
3056,334418,334418P,Primary products,PCU334418334418P
3057,334419,334419,Other electronic component mfg,PCU334419334419
3058,334419,334419M,Miscellaneous receipts,PCU334419334419M
3059,334419,334419P,Primary products,PCU334419334419P
3060,334419,334419S,Secondary products,PCU334419334419S
3061,334419,334419T,"Electron tubes and parts, excluding glass blanks",PCU334419334419T
3062,334419,334419U,Other electronic components except electron tubes,PCU334419334419U
3063,334419,334419U1,"Crystal, filter, piezoelectric, and other related electronic devices (exc. microwave filters)",PCU334419334419U1
3064,334419,334419U2,"Transducers, including electrical-electronic input/output transducers",PCU334419334419U2
3065,334419,334419U3,"Switches, mechanical, for electronic circuitry",PCU334419334419U3
3066,334419,334419U4,"Microwave components and devices, except antennae, tubes and semiconductors",PCU334419334419U4
3067,334419,334419U5,All other miscellaneous electronic components,PCU334419334419U5
3068,33441K,33441K,"Capacitor, resistor, coil, transformer, and other inductor mfg",PCU33441K33441K
3069,33441K,33441K4,Capacitors for electronic circuitry,PCU33441K33441K4
3070,33441K,33441K5,Resistors for electronic circuitry,PCU33441K33441K5
3071,33441K,33441K6,"Electronic coils, transformers, and other inductors",PCU33441K33441K6
3072,33441K,33441KM,Miscellaneous receipts,PCU33441K33441KM
3073,33441K,33441KP,Primary products,PCU33441K33441KP
3074,33441K,33441KS1,Secondary products,PCU33441K33441KS1
3075,3345--,3345--,Nav/measuring/medical/control instruments mfg,PCU3345--3345--
3076,33451-,33451-,Nav/measuring/medical/control instruments mfg,PCU33451-33451-
3077,334510,334510,Electromedical apparatus mfg,PCU334510334510
3078,334510,3345102,"Electromedical equipment, excluding ionizing radiation equipment",PCU3345103345102
3079,334510,3345103,"Electronic hearing aids, complete units",PCU3345103345103
3080,334510,334510M,Miscellaneous receipts,PCU334510334510M
3081,334510,334510P,Primary products,PCU334510334510P
3082,334510,334510S1,Secondary products,PCU334510334510S1
3083,334511,334511,"Search, detection, and navigation instruments",PCU334511334511
3084,334511,3345111,"Aeronautical, nautical & navigational instruments, not sending or receiving radio signals",PCU3345113345111
3085,334511,3345113,"Search, detection, navigation, and guidance systems and equipment",PCU3345113345113
3086,334511,334511M,Miscellaneous receipts,PCU334511334511M
3087,334511,334511P,Primary products,PCU334511334511P
3088,334511,334511S,Secondary products,PCU334511334511S
3089,334512,334512,Automatic environmental control mfg,PCU334512334512
3090,334512,3345120,"Automatic environmental controls for monitoring residential, commercial, and appliance use",PCU3345123345120
3091,334512,334512M,Miscellaneous receipts,PCU334512334512M
3092,334512,334512P,Primary products,PCU334512334512P
3093,334512,334512S,Secondary products,PCU334512334512S
3094,334512,334512SM,Secondary products and miscellaneous receipts,PCU334512334512SM
3095,334512,334512SS,Secondary products,PCU334512334512SS
3096,334513,334513,Industrial process variable instruments,PCU334513334513
3097,334513,3345130,Process control instruments,PCU3345133345130
3098,334513,334513M,Miscellaneous receipts,PCU334513334513M
3099,334513,334513P,Primary products,PCU334513334513P
3100,334513,334513S,Secondary products,PCU334513334513S
3101,334514,334514,Totalizing fluid meters and counting devices,PCU334514334514
3102,334514,3345141,Integrating and totalizing meters for gas and liquids,PCU3345143345141
3103,334514,3345143,"Counting devices, excluding motor vehicle instruments",PCU3345143345143
3104,334514,3345147,Motor vehicle instruments,PCU3345143345147
3105,334514,334514M,Miscellaneous receipts,PCU334514334514M
3106,334514,334514P,Primary products,PCU334514334514P
3107,334514,334514S,Secondary products,PCU334514334514S
3108,334515,334515,Electricity and signal testing instruments mfg,PCU334515334515
3109,334515,3345154,"Test equipment for testing electrical, radio, and communication circuits, and motors",PCU3345153345154
3110,334515,3345159,Electrical integrating instruments and other instruments to measure electricity,PCU3345153345159
3111,334515,334515M,Miscellaneous receipts,PCU334515334515M
3112,334515,334515P,Primary products,PCU334515334515P
3113,334515,334515S,Secondary products,PCU334515334515S
3114,334516,334516,Analytical laboratory instrument mfg,PCU334516334516
3115,334516,3345160,"Analytical and scientific instruments, excluding optical",PCU3345163345160
3116,334516,334516P,Primary products,PCU334516334516P
3117,334516,334516S,Secondary products,PCU334516334516S
3118,334516,334516SS,Secondary products,PCU334516334516SS
3119,334517,334517,Irradiation apparatus mfg,PCU334517334517
3120,334517,3345170,Irradiation (ionizing radiation) equipment,PCU3345173345170
3121,334517,334517M,Miscellaneous receipts,PCU334517334517M
3122,334517,334517P,Primary products,PCU334517334517P
3123,334519,334519,Other measuring and controlling device mfg,PCU334519334519
3124,334519,3345192,"Aircraft engine instruments, except flight",PCU3345193345192
3125,334519,3345194,Physical properties testing & inspection equipment and kinematic testing & measuring equipment,PCU3345193345194
3126,334519,3345195,Nuclear radiation detection and monitoring instruments,PCU3345193345195
3127,334519,3345197,"Commercial, geophysical, meteorological, and general-purpose instruments and equipment",PCU3345193345197
3128,334519,3345198,"Watches, clocks, and parts",PCU3345193345198
3129,334519,3345199,"Survey and drafting instruments and apparatus, including photogrammetric equipment",PCU3345193345199
3130,334519,334519M,Miscellaneous receipts,PCU334519334519M
3131,334519,334519P,Primary products,PCU334519334519P
3132,334519,334519S,Secondary products,PCU334519334519S
3133,3346--,3346--,Manufacturing and reproducing magnetic and optical media,PCU3346--3346--
3134,33461-,33461-,Manufacturing and reproducing magnetic and optical media,PCU33461-33461-
3135,334610,334610,Manufacturing and reproducing magnetic and optical media,PCU334610334610
3136,334610,3346102,Audio and video media reproduction,PCU3346103346102
3137,334610,3346103,Magnetic and optical recording media,PCU3346103346103
3138,334610,334610P,Primary products,PCU334610334610P
